🕘️更新时间,#genre#
CCTV-2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7498&tk=a0c4f6cfaba3
CCTV-3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8017df&tk=822270345d4c
CCTV-3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=54f08b&tk=822270345d4c
CCTV-3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=cf1d8b&tk=822270345d4c
CCTV-3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=04a839&tk=822270345d4c
CCTV-3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=79931b&tk=822270345d4c
CCTV-3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3b0a09&tk=822270345d4c
CCTV-3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1dd043&tk=822270345d4c
CCTV-3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1afc9e&tk=822270345d4c
CCTV-3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=eda06b&tk=822270345d4c
CCTV-3,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d98d72&tk=822270345d4c
CCTV-4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d68ac0&tk=822270345d4c
CCTV-4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=e0ca09&tk=822270345d4c
CCTV-4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3ab202&tk=822270345d4c
CCTV-4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=b2a023&tk=822270345d4c
CCTV-4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6e2836&tk=822270345d4c
CCTV-4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=df418c&tk=822270345d4c
CCTV-4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=04c9f3&tk=822270345d4c
CCTV-4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8bf01f&tk=822270345d4c
CCTV-4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=003b80&tk=822270345d4c
CCTV-4,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5357a5&tk=822270345d4c
CCTV-5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1dd4b1&tk=822270345d4c
CCTV-5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=03d7ae&tk=822270345d4c
CCTV-5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=c1f194&tk=822270345d4c
CCTV-5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6949c5&tk=822270345d4c
CCTV-5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=a5bd2b&tk=822270345d4c
CCTV-5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=068b29&tk=822270345d4c
CCTV-5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=beea21&tk=822270345d4c
CCTV-5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=c21b8d&tk=822270345d4c
CCTV-5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=472b0a&tk=822270345d4c
CCTV-5,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5a9281&tk=822270345d4c
CCTV-5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=bf4807&tk=822270345d4c
CCTV-5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=811a8c&tk=822270345d4c
CCTV-5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=a731ac&tk=822270345d4c
CCTV-5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=bf0cfc&tk=822270345d4c
CCTV-5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6d93b6&tk=822270345d4c
CCTV-5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=ee8516&tk=822270345d4c
CCTV-5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=c9f6cc&tk=822270345d4c
CCTV-5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=39f826&tk=822270345d4c
CCTV-5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6746d4&tk=822270345d4c
CCTV-5+,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=08823b&tk=822270345d4c
CCTV-6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0acf72&tk=822270345d4c
CCTV-6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=b3b8ef&tk=822270345d4c
CCTV-6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=836803&tk=822270345d4c
CCTV-6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=ddde1e&tk=822270345d4c
CCTV-6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=66530b&tk=822270345d4c
CCTV-6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=299c59&tk=822270345d4c
CCTV-6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=29aa19&tk=822270345d4c
CCTV-6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d6dde8&tk=822270345d4c
CCTV-6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=ce15fa&tk=822270345d4c
CCTV-6,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8494c0&tk=822270345d4c
CCTV-7,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=69ac17&tk=822270345d4c
CCTV-7,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=a39b50&tk=822270345d4c
CCTV-7,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d9284e&tk=822270345d4c
CCTV-7,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=dbaeab&tk=822270345d4c
CCTV-7,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=c3912a&tk=822270345d4c
CCTV-7,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6c366b&tk=822270345d4c
CCTV-7,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5f3ba8&tk=822270345d4c
CCTV-7,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=87e2a4&tk=822270345d4c
CCTV-7,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6913&tk=a0c4f6cfaba3
CCTV-7,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7789&tk=b53028476470
CCTV-8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=cc8fbf&tk=822270345d4c
CCTV-8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0a74dd&tk=822270345d4c
CCTV-8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d07aa7&tk=822270345d4c
CCTV-8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=db1c5e&tk=822270345d4c
CCTV-8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=baf0cf&tk=822270345d4c
CCTV-8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=b0a63b&tk=822270345d4c
CCTV-8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=dba51e&tk=822270345d4c
CCTV-8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=551ed5&tk=822270345d4c
CCTV-8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6feb19&tk=822270345d4c
CCTV-8,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1751&tk=e640d0a1bf70
CCTV-9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=bdfff3&tk=822270345d4c
CCTV-9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4c0adf&tk=822270345d4c
CCTV-9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=450925&tk=822270345d4c
CCTV-9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4441c2&tk=822270345d4c
CCTV-9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=cdf682&tk=822270345d4c
CCTV-9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2382e2&tk=822270345d4c
CCTV-9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=91d276&tk=822270345d4c
CCTV-9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9875e0&tk=822270345d4c
CCTV-9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1855&tk=f6cc1e0a0e1a
CCTV-9,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0197&tk=b53028476470
CCTV-10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=b9e1e2&tk=822270345d4c
CCTV-10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6e8463&tk=822270345d4c
CCTV-10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=019477&tk=822270345d4c
CCTV-10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f8e7c8&tk=822270345d4c
CCTV-10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=13cc71&tk=822270345d4c
CCTV-10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=bfe42b&tk=822270345d4c
CCTV-10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=614190&tk=822270345d4c
CCTV-10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2e7341&tk=822270345d4c
CCTV-10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=73afd2&tk=822270345d4c
CCTV-10,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=dff1f3&tk=822270345d4c
CCTV-11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0d94ba&tk=822270345d4c
CCTV-11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=206f60&tk=822270345d4c
CCTV-11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=a41bc1&tk=822270345d4c
CCTV-11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5deea3&tk=822270345d4c
CCTV-11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6db711&tk=822270345d4c
CCTV-11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=dcef7e&tk=822270345d4c
CCTV-11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=fe69f4&tk=822270345d4c
CCTV-11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=e74a5d&tk=822270345d4c
CCTV-11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9ef980&tk=822270345d4c
CCTV-11,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8830&tk=a0c4f6cfaba3
CCTV-12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=362ee2&tk=822270345d4c
CCTV-12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=e22432&tk=822270345d4c
CCTV-12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7600ce&tk=822270345d4c
CCTV-12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7efc8c&tk=822270345d4c
CCTV-12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f3ae64&tk=822270345d4c
CCTV-12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=11abaa&tk=822270345d4c
CCTV-12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=dbec88&tk=822270345d4c
CCTV-12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1e86d6&tk=822270345d4c
CCTV-12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7823&tk=e503191f8e20
CCTV-12,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8483&tk=f6cc1e0a0e1a
CCTV-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=15b3ac&tk=822270345d4c
CCTV-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d9affe&tk=822270345d4c
CCTV-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d66eaa&tk=822270345d4c
CCTV-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2e2972&tk=822270345d4c
CCTV-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=f553da&tk=822270345d4c
CCTV-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=cd104e&tk=822270345d4c
CCTV-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=965f9e&tk=822270345d4c
CCTV-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=35734c&tk=822270345d4c
CCTV-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=57629f&tk=822270345d4c
CCTV-13,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=66f5cd&tk=822270345d4c
CCTV-14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1f49a5&tk=822270345d4c
CCTV-14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=ae0d6c&tk=822270345d4c
CCTV-14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=245095&tk=822270345d4c
CCTV-14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5f432a&tk=822270345d4c
CCTV-14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0ec4de&tk=822270345d4c
CCTV-14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=c73597&tk=822270345d4c
CCTV-14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=c3d834&tk=822270345d4c
CCTV-14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d654a0&tk=822270345d4c
CCTV-14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6717&tk=a0c4f6cfaba3
CCTV-14,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8550&tk=a0c4f6cfaba3
CCTV-15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=163fa5&tk=822270345d4c
CCTV-15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=b37238&tk=822270345d4c
CCTV-15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=ad0261&tk=822270345d4c
CCTV-15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=ea2798&tk=822270345d4c
CCTV-15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=cc189e&tk=822270345d4c
CCTV-15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1da567&tk=822270345d4c
CCTV-15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5ee1b9&tk=822270345d4c
CCTV-15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4e513c&tk=822270345d4c
CCTV-15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7324&tk=f6cc1e0a0e1a
CCTV-15,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4189&tk=a0c4f6cfaba3
CCTV-16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4d7bfb&tk=822270345d4c
CCTV-16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4e1713&tk=822270345d4c
CCTV-16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=769261&tk=822270345d4c
CCTV-16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=07899f&tk=822270345d4c
CCTV-16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d7661d&tk=822270345d4c
CCTV-16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=080044&tk=822270345d4c
CCTV-16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=95a271&tk=822270345d4c
CCTV-16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=cc7956&tk=822270345d4c
CCTV-16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4332&tk=23a9aca1f79f
CCTV-16,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9899&tk=e503191f8e20
CCTV-17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1ff000&tk=822270345d4c
CCTV-17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6eafd3&tk=822270345d4c
CCTV-17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8d1825&tk=822270345d4c
CCTV-17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0dd2ee&tk=822270345d4c
CCTV-17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=c4bb78&tk=822270345d4c
CCTV-17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7c128a&tk=822270345d4c
CCTV-17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7a0f50&tk=822270345d4c
CCTV-17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7e8c3c&tk=822270345d4c
CCTV-17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4821&tk=23a9aca1f79f
CCTV-17,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5007&tk=e640d0a1bf70
CETV1,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv1&videoTVChannel=cetv1&P2PChannelID=pd://cctv_p2p_hdcetv1&tai=cetv1&VideoName=cetv1&channelID=cetv1
CETV1,http://114.252.236.205:8000/rtp/239.3.1.57:8152
CETV1,http://120.198.95.220:9901/tsfile/live/1039_1.m3u8?key=txiptv
CETV1,http://139.129.231.228:3529/rtp/239.21.2.7:5002
CETV1,http://139.129.231.228:50060/rtp/239.21.2.7:5002
CETV1,https://piccpndali.v.myalicdn.com/audio/cetv1_2.m3u8
CETV1,http://3501776.xyz:35455/itv/2000000003000000061.m3u8?cdn=hnbblive
CETV2,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv2&videoTVChannel=cetv2&P2PChannelID=pd://cctv_p2p_hdcetv2&tai=cetv2&VideoName=cetv2&channelID=cetv2
CETV2,http://114.252.236.205:8000/rtp/239.3.1.54:4120
CETV2,http://139.129.231.228:3529/rtp/239.21.2.8:5002
CETV2,http://139.129.231.228:50060/rtp/239.21.2.8:5002
CETV2,https://piccpndali.v.myalicdn.com/audio/cetv2_2.m3u8
CETV4,http://player.cntv.cn/standard/live_HLSDRM20180524.swf?ChannelID=cetv4&videoTVChannel=cetv4&P2PChannelID=pd://cctv_p2p_hdcetv4&tai=cetv4&VideoName=cetv4&channelID=cetv4
CETV4,http://114.252.236.205:8000/rtp/239.3.1.56:4120
CETV4,http://139.129.231.228:3529/rtp/239.21.1.222:5002
CETV4,http://139.129.231.228:50060/rtp/239.21.1.222:5002
CETV4,https://piccpndali.v.myalicdn.com/audio/cetv4_2.m3u8

💰央视付费频道,#genre#
文化精品,http://117.86.50.46:7777/rtp/239.49.9.11:6000
文化精品,http://117.86.50.46:7777/rtp/239.49.1.66:6000
央视台球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7d1737&tk=822270345d4c
央视台球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=ed654c&tk=822270345d4c
央视台球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5497&tk=a0c4f6cfaba3
央视台球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7711&tk=a0c4f6cfaba3
央视台球,http://117.86.50.46:7777/rtp/239.49.9.22:6000
央视台球,http://183.11.239.36:808/hls/73/index.m3u8
央视台球,http://dassby.qqff.top:99/live/高尔夫网球/index.m3u8
风云音乐,http://117.86.50.46:7777/rtp/239.49.9.13:6000
风云音乐,http://117.86.50.46:7777/rtp/239.49.1.68:6000
第一剧场,http://117.86.50.46:7777/rtp/239.49.9.15:6000
第一剧场,http://117.86.50.46:7777/rtp/239.49.1.226:6000
第一剧场,http://58.19.38.162:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0
风云剧场,http://117.86.50.46:7777/rtp/239.49.9.10:6000
风云剧场,http://117.86.50.46:7777/rtp/239.49.1.65:6000
怀旧剧场,http://117.86.50.46:7777/rtp/239.49.9.12:6000
怀旧剧场,http://117.86.50.46:7777/rtp/239.49.1.67:6000
女性时尚,http://117.86.50.46:7777/rtp/239.49.9.14:6000
女性时尚,http://117.86.50.46:7777/rtp/239.49.1.69:6000
风云足球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=533128&tk=822270345d4c
风云足球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=e1206e&tk=822270345d4c
风云足球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2140&tk=f6cc1e0a0e1a
风云足球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4934&tk=a0c4f6cfaba3
风云足球,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5842&tk=a0c4f6cfaba3
风云足球,http://117.86.50.46:7777/rtp/239.49.9.6:6000
风云足球,http://117.86.50.46:7777/rtp/239.49.1.61:6000
风云足球,http://58.19.38.162:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0
风云足球,http://183.11.239.36:808/hls/133/index.m3u8
风云足球,http://dassby.qqff.top:99/live/风云足球/index.m3u8
电视指南,http://117.86.50.46:7777/rtp/239.49.9.5:6000
电视指南,http://117.86.50.46:7777/rtp/239.49.1.60:6000
世界地理,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1482&tk=a0c4f6cfaba3
世界地理,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3042&tk=f6cc1e0a0e1a
世界地理,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=adb873&tk=822270345d4c
世界地理,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=fe1b99&tk=822270345d4c
世界地理,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6196&tk=a0c4f6cfaba3
世界地理,http://117.86.50.46:7777/rtp/239.49.9.8:6000
世界地理,http://117.86.50.46:7777/rtp/239.49.1.63:6000
世界地理,http://183.11.239.36:808/hls/11/index.m3u8
世界地理,http://dassby.qqff.top:99/live/世界地理/index.m3u8
兵器科技,http://117.86.50.46:7777/rtp/239.49.9.9:6000
兵器科技,http://117.86.50.46:7777/rtp/239.49.1.64:6000

📡卫视频道,#genre#
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=655291&tk=822270345d4c
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d4aebf&tk=822270345d4c
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=8edea4&tk=822270345d4c
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=a29123&tk=822270345d4c
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=421d69&tk=822270345d4c
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6aa0d4&tk=822270345d4c
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=158fda&tk=822270345d4c
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=041327&tk=822270345d4c
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=aa66b5&tk=822270345d4c
广东卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=b362ab&tk=822270345d4c
香港卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi
香港卫视,https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8
香港卫视,http://148.135.34.95/mn.php?playurl=http://www.pelotas.org:8278/hkphoenix_twn/playlist.m3u8
香港卫视,https://piccpndali.v.myalicdn.com/audio/xianggangweishi_2.m3u8
香港卫视,https://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
香港卫视,http://anren.live/HK/BSJDUFpB.m3u8
香港卫视,rtmp://zhibo.hkstv.tv/livestream/mutfysrq
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=12da06&tk=822270345d4c
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=ccd033&tk=822270345d4c
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9746f4&tk=822270345d4c
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3e0250&tk=822270345d4c
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=14c54c&tk=822270345d4c
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=b6386b&tk=822270345d4c
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=d01528&tk=822270345d4c
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=42541d&tk=822270345d4c
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=3818&tk=e503191f8e20
浙江卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7859&tk=a0c4f6cfaba3
湖南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=fe3933&tk=822270345d4c
湖南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=244dc4&tk=822270345d4c
湖南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=9c03c5&tk=822270345d4c
湖南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=18e216&tk=822270345d4c
湖南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4f3d05&tk=822270345d4c
湖南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6a4489&tk=822270345d4c
湖南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=40460e&tk=822270345d4c
湖南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=c0a4ae&tk=822270345d4c
湖南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=64d661&tk=822270345d4c
湖南卫视,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=4639&tk=f6cc1e0a0e1a
